,molecule_chembl_id,canonical_smiles,pchembl_value_mean,pchembl_value_std,inchi
55,449,CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)ncnc4c3F)c12,7.148742,0.0,"InChI=1S/C25H24FN5/c1-2-15-5-3-6-16-7-4-8-19(21(15)16)23-22(26)24-20(11-27-23)25(29-14-28-24)31-12-17-9-10-18(13-31)30-17/h3-8,11,14,17-18,30H,2,9-10,12-13H2,1H3"
56,380,Nc1ccc(Cl)c(F)c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F,7.182435,0.0,"InChI=1S/C27H29ClF3N7O/c28-18-4-5-19(32)20(21(18)30)24-22(31)23-17(9-33-24)25(37-11-15-2-3-16(12-37)34-15)36-26(35-23)39-13-27-6-1-7-38(27)10-14(29)8-27/h4-5,9,14-16,34H,1-3,6-8,10-13,32H2"
57,526,CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2ccc(-c3cccc4ccc(F)cc34)c(F)c2n1,7.208309,0.0,"InChI=1S/C30H31F2N5O/c1-36-13-3-5-22(36)17-38-30-34-28-25(29(35-30)37-15-20-9-10-21(16-37)33-20)12-11-24(27(28)32)23-6-2-4-18-7-8-19(31)14-26(18)23/h2,4,6-8,11-12,14,20-22,33H,3,5,9-10,13,15-17H2,1H3"
58,542,Cc1cc2[nH]ncc2c(-c2ccc3c(N4CC5CCC(C4)N5)nc(OCC4CCCN4C)nc3c2F)c1C,7.244125,0.0,"InChI=1S/C29H34FN7O/c1-16-11-24-23(12-31-35-24)25(17(16)2)21-8-9-22-27(26(21)30)33-29(38-15-20-5-4-10-36(20)3)34-28(22)37-13-18-6-7-19(14-37)32-18/h8-9,11-12,18-20,32H,4-7,10,13-15H2,1-3H3,(H,31,35)"
59,153,CC(C)N1CCCC1COc1nc(N2CC3CC(O)C(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,7.294137,0.0,"InChI=1S/C31H34ClFN6O2/c1-17(2)39-11-5-8-20(39)16-41-31-36-29-22(30(37-31)38-14-19-12-25(40)24(15-38)35-19)13-34-28(27(29)33)21-9-3-6-18-7-4-10-23(32)26(18)21/h3-4,6-7,9-10,13,17,19-20,24-25,35,40H,5,8,11-12,14-16H2,1-2H3"
60,133,CC1CCCc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC5CCCN5C)nc4c3F)c21,7.31158,0.0,"InChI=1S/C30H37FN6O/c1-18-6-3-7-19-8-4-10-23(25(18)19)27-26(31)28-24(14-32-27)29(37-15-20-11-12-21(16-37)33-20)35-30(34-28)38-17-22-9-5-13-36(22)2/h4,8,10,14,18,20-22,33H,3,5-7,9,11-13,15-17H2,1-2H3"
61,461,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CC(C5)N6)nc(OCC5(CN6CCC7(CC6)CC7(F)F)CC5)nc4c3F)c12,7.430626,0.0,"InChI=1S/C37H35F4N5O2/c1-2-21-4-3-5-22-12-25(47)14-26(29(21)22)30-28(38)15-27-32(31(30)39)43-34(44-33(27)46-16-23-13-24(17-46)42-23)48-20-35(6-7-35)19-45-10-8-36(9-11-45)18-37(36,40)41/h1,3-5,12,14-15,23-24,42,47H,6-11,13,16-20H2"
62,489,C#Cc1cccc2cc(O)cc(-c3ccc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CCCC7C6)CC5)nc4c3F)c12,7.449772,0.0,"InChI=1S/C38H40FN5O2/c1-2-23-5-3-6-24-15-29(45)16-32(33(23)24)30-11-12-31-35(34(30)39)41-37(42-36(31)44-19-27-9-10-28(20-44)40-27)46-22-38(13-14-38)21-43-17-25-7-4-8-26(25)18-43/h1,3,5-6,11-12,15-16,25-28,40,45H,4,7-10,13-14,17-22H2"
63,44,CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccc(F)c(Cl)c34)c(F)c2n1,7.47237,0.0,"InChI=1S/C29H29ClF2N6O/c1-37-11-3-5-19(37)15-39-29-35-27-21(28(36-29)38-13-17-8-9-18(14-38)34-17)12-33-26(25(27)32)20-6-2-4-16-7-10-22(31)24(30)23(16)20/h2,4,6-7,10,12,17-19,34H,3,5,8-9,11,13-15H2,1H3"
64,468,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC7(CCO7)CC6)CC5)nc4c3F)c12,7.500313,0.0,"InChI=1S/C38H39F2N5O3/c1-2-23-4-3-5-24-16-27(46)17-28(31(23)24)32-30(39)18-29-34(33(32)40)42-36(43-35(29)45-19-25-6-7-26(20-45)41-25)47-22-37(8-9-37)21-44-13-10-38(11-14-44)12-15-48-38/h1,3-5,16-18,25-26,41,46H,6-15,19-22H2"
65,186,Fc1c(-c2cccc3ccccc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,7.534617,0.0,"InChI=1S/C31H33FN6O/c32-26-27(24-9-3-7-20-6-1-2-8-23(20)24)33-16-25-28(26)35-30(39-19-31-12-4-14-38(31)15-5-13-31)36-29(25)37-17-21-10-11-22(18-37)34-21/h1-3,6-9,16,21-22,34H,4-5,10-15,17-19H2"
66,203,Fc1c(-c2cncc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12,7.551294,0.0,"InChI=1S/C30H30ClF2N7O/c31-23-4-1-3-17-10-34-11-21(24(17)23)26-25(33)27-22(12-35-26)28(39-14-19-5-6-20(15-39)36-19)38-29(37-27)41-16-30-7-2-8-40(30)13-18(32)9-30/h1,3-4,10-12,18-20,36H,2,5-9,13-16H2"
67,460,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CC(C5)N6)nc(OCC5(CN6CCOC7(CC7)C6)CC5)nc4c3F)c12,7.585027,0.0,"InChI=1S/C36H35F2N5O3/c1-2-21-4-3-5-22-12-25(44)14-26(29(21)22)30-28(37)15-27-32(31(30)38)40-34(41-33(27)43-16-23-13-24(17-43)39-23)45-20-35(6-7-35)18-42-10-11-46-36(19-42)8-9-36/h1,3-5,12,14-15,23-24,39,44H,6-11,13,16-20H2"
68,545,Cc1cc(N)c(F)c(C2Cc3nc(OCC45CCCN4CC(F)C5)nc(N4CC5CC(C4)N5)c3CO2)c1C(F)(F)F,7.638272,0.0,"InChI=1S/C28H33F5N6O2/c1-14-5-19(34)24(30)22(23(14)28(31,32)33)21-7-20-18(12-40-21)25(38-10-16-6-17(11-38)35-16)37-26(36-20)41-13-27-3-2-4-39(27)9-15(29)8-27/h5,15-17,21,35H,2-4,6-13,34H2,1H3"
69,195,CC#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,7.68403,0.0,"InChI=1S/C34H35FN6O/c1-2-7-22-8-3-9-23-10-4-11-26(28(22)23)30-29(35)31-27(18-36-30)32(40-19-24-12-13-25(20-40)37-24)39-33(38-31)42-21-34-14-5-16-41(34)17-6-15-34/h3-4,8-11,18,24-25,37H,5-6,12-17,19-21H2,1H3"
70,231,C#Cc1cccc2cc(OC)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,7.703335,0.0,"InChI=1S/C34H35FN6O2/c1-3-21-7-4-8-22-15-25(42-2)16-26(28(21)22)30-29(35)31-27(17-36-30)32(40-18-23-9-10-24(19-40)37-23)39-33(38-31)43-20-34-11-5-13-41(34)14-6-12-34/h1,4,7-8,15-17,23-24,37H,5-6,9-14,18-20H2,2H3"
71,603,FC1CN2CCCC2(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cccc4cccc(C(F)(F)F)c24)C3)C1,7.772113,0.0,"InChI=1S/C32H36F4N6O/c33-21-14-31(11-3-12-42(31)15-21)19-43-30-38-26-18-40(27-7-2-5-20-4-1-6-25(28(20)27)32(34,35)36)13-10-24(26)29(39-30)41-16-22-8-9-23(17-41)37-22/h1-2,4-7,21-23,37H,3,8-19H2"
72,221,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(c3ccccc3)C4)nc12,7.804101,0.0,"InChI=1S/C37H36ClFN6O/c38-30-12-5-10-24-9-4-11-28(31(24)30)33-32(39)34-29(18-40-33)35(44-20-26-13-14-27(21-44)41-26)43-36(42-34)46-22-37-15-6-16-45(37)19-25(17-37)23-7-2-1-3-8-23/h1-5,7-12,18,25-27,41H,6,13-17,19-22H2"
73,256,Cc1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,7.879426,0.0,"InChI=1S/C28H33FN6O2/c1-17-4-7-20(36)12-21(17)24-23(29)25-22(13-30-24)26(34-14-18-5-6-19(15-34)31-18)33-27(32-25)37-16-28-8-2-10-35(28)11-3-9-28/h4,7,12-13,18-19,31,36H,2-3,5-6,8-11,14-16H2,1H3"
74,193,OCC#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,7.90309,0.0,"InChI=1S/C34H35FN6O2/c35-29-30(26-10-2-8-22-6-1-7-23(28(22)26)9-3-17-42)36-18-27-31(29)38-33(43-21-34-13-4-15-41(34)16-5-14-34)39-32(27)40-19-24-11-12-25(20-40)37-24/h1-2,6-8,10,18,24-25,37,42H,4-5,11-17,19-21H2"
75,344,Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,7.962574,0.0,"InChI=1S/C29H30F4N8O/c30-23-24-19(11-34-25(23)22-18-12-35-39-21(18)6-5-20(22)29(31,32)33)26(40-13-16-3-4-17(14-40)36-16)38-27(37-24)42-15-28-7-1-9-41(28)10-2-8-28/h5-6,11-12,16-17,36H,1-4,7-10,13-15H2,(H,35,39)"
76,126,CCC1(N)CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,8.004365,0.0,"InChI=1S/C28H30FN7O/c1-2-28(30)14-36(15-28)27-33-25-22(26(34-27)35-12-17-7-8-18(13-35)32-17)11-31-24(23(25)29)21-10-19(37)9-16-5-3-4-6-20(16)21/h3-6,9-11,17-18,32,37H,2,7-8,12-15,30H2,1H3"
77,413,CC(=O)NCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,8.036212,0.0,"InChI=1S/C34H37ClFN7O2/c1-20(44)37-15-24-11-13-34(12-4-14-43(24)34)19-45-33-40-31-26(32(41-33)42-17-22-9-10-23(18-42)39-22)16-38-30(29(31)36)25-7-2-5-21-6-3-8-27(35)28(21)25/h2-3,5-8,16,22-24,39H,4,9-15,17-19H2,1H3,(H,37,44)"
78,219,COC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,8.063864,0.039105,"InChI=1S/C32H34ClFN6O2/c1-41-22-13-32(11-4-12-40(32)17-22)18-42-31-37-29-24(30(38-31)39-15-20-9-10-21(16-39)36-20)14-35-28(27(29)34)23-7-2-5-19-6-3-8-25(33)26(19)23/h2-3,5-8,14,20-22,36H,4,9-13,15-18H2,1H3"
79,466,C#Cc1cccc2cc(O)cc(-c3ccc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CC6CO7)CC5)nc4c3F)c12,8.109579,0.0,"InChI=1S/C36H36FN5O3/c1-2-21-4-3-5-22-12-26(43)14-30(31(21)22)28-8-9-29-33(32(28)37)39-35(40-34(29)41-15-23-6-7-24(16-41)38-23)45-20-36(10-11-36)19-42-17-27-13-25(42)18-44-27/h1,3-5,8-9,12,14,23-25,27,38,43H,6-7,10-11,13,15-20H2"
80,513,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6C7COCC6C7)CC5)nc4c3F)c12,8.166853,0.0,"InChI=1S/C36H35F2N5O3/c1-2-20-4-3-5-21-10-26(44)12-27(30(20)21)31-29(37)13-28-33(32(31)38)40-35(41-34(28)42-14-22-6-7-23(15-42)39-22)46-19-36(8-9-36)18-43-24-11-25(43)17-45-16-24/h1,3-5,10,12-13,22-25,39,44H,6-9,11,14-19H2"
81,516,CC1CN(c2nc(OCC34CCCN3CCC4)nc3c(F)c(-c4cccc5cccc(Cl)c45)ccc23)CCN1,8.21467,0.0,"InChI=1S/C31H33ClFN5O/c1-20-18-37(17-14-34-20)29-24-11-10-23(22-8-2-6-21-7-3-9-25(32)26(21)22)27(33)28(24)35-30(36-29)39-19-31-12-4-15-38(31)16-5-13-31/h2-3,6-11,20,34H,4-5,12-19H2,1H3"
82,234,Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,8.229148,0.0,"InChI=1S/C31H32F2N6O/c32-24-8-2-6-19-5-1-7-22(25(19)24)27-26(33)28-23(15-34-27)29(38-16-20-9-10-21(17-38)35-20)37-30(36-28)40-18-31-11-3-13-39(31)14-4-12-31/h1-2,5-8,15,20-21,35H,3-4,9-14,16-18H2"
83,459,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC6)CC5)nc4c3F)c12,8.266803,0.0,"InChI=1S/C34H33F2N5O2/c1-2-20-5-3-6-21-13-24(42)14-25(28(20)21)29-27(35)15-26-31(30(29)36)38-33(43-19-34(9-10-34)18-40-11-4-12-40)39-32(26)41-16-22-7-8-23(17-41)37-22/h1,3,5-6,13-15,22-23,37,42H,4,7-12,16-19H2"
84,424,Oc1ccc(CC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c1,8.30103,0.0,"InChI=1S/C29H31F5N6O2/c30-17-10-28(6-1-7-40(28)12-17)15-42-27-37-25-22(26(38-27)39-13-18-3-4-19(14-39)36-18)11-35-24(23(25)31)21-8-20(41)5-2-16(21)9-29(32,33)34/h2,5,8,11,17-19,36,41H,1,3-4,6-7,9-10,12-15H2"
85,204,C#Cc1cccc2cncc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12,8.356547,0.0,"InChI=1S/C32H31F2N7O/c1-2-19-5-3-6-20-12-35-13-24(26(19)20)28-27(34)29-25(14-36-28)30(40-16-22-7-8-23(17-40)37-22)39-31(38-29)42-18-32-9-4-10-41(32)15-21(33)11-32/h1,3,5-6,12-14,21-23,37H,4,7-11,15-18H2"
86,400,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C(CF)CC5)nc3c2F)c2c(Cl)cccc2c1,8.376751,0.0,"InChI=1S/C32H33ClF2N6O2/c33-25-4-1-3-18-11-22(42)12-23(26(18)25)28-27(35)29-24(14-36-28)30(40-15-19-5-6-20(16-40)37-19)39-31(38-29)43-17-32-8-2-10-41(32)21(13-34)7-9-32/h1,3-4,11-12,14,19-21,37,42H,2,5-10,13,15-17H2"
87,539,N#Cc1ccccc1Oc1cc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c(F)c1-c1cc(O)cc2ccccc12,8.443698,0.0,"InChI=1S/C39H36F2N6O3/c40-25-17-39(12-5-13-47(39)19-25)22-49-38-44-36-31(37(45-38)46-20-26-10-11-27(21-46)43-26)16-33(50-32-9-4-2-7-24(32)18-42)34(35(36)41)30-15-28(48)14-23-6-1-3-8-29(23)30/h1-4,6-9,14-16,25-27,43,48H,5,10-13,17,19-22H2"
88,64,CC(C)(C)[Si](C)(C)OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6cccc(Cl)c56)c(F)c4n3)CCCN12,8.481486,0.0,"InChI=1S/C38H48ClFN6O3Si/c1-37(2,3)50(4,5)49-21-26-12-14-38(13-7-15-46(26)38)22-48-36-43-34-29(35(44-36)45-19-24-10-11-25(20-45)42-24)18-41-33(32(34)40)28-17-27(47)16-23-8-6-9-30(39)31(23)28/h6,8-9,16-18,24-26,42,47H,7,10-15,19-22H2,1-5H3"
89,336,Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c2c1Cl,8.508638,0.0,"InChI=1S/C31H30ClF3N6O/c32-25-23(34)8-5-17-3-1-4-21(24(17)25)27-26(35)28-22(12-36-27)29(40-14-19-6-7-20(15-40)37-19)39-30(38-28)42-16-31-9-2-10-41(31)13-18(33)11-31/h1,3-5,8,12,18-20,37H,2,6-7,9-11,13-16H2"
90,399,CC(C)c1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F,8.568636,0.0,"InChI=1S/C30H36F2N6O2/c1-17(2)22-7-6-21(39)10-23(22)26-25(32)27-24(12-33-26)28(37-14-19-4-5-20(15-37)34-19)36-29(35-27)40-16-30-8-3-9-38(30)13-18(31)11-30/h6-7,10,12,17-20,34,39H,3-5,8-9,11,13-16H2,1-2H3"
91,376,Cc1cc2[nH]ncc2c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c1Cl,8.585027,0.0,"InChI=1S/C29H31ClF2N8O/c1-15-7-21-19(10-34-38-21)22(23(15)30)26-24(32)25-20(9-33-26)27(39-12-17-3-4-18(13-39)35-17)37-28(36-25)41-14-29-5-2-6-40(29)11-16(31)8-29/h7,9-10,16-18,35H,2-6,8,11-14H2,1H3,(H,34,38)"
92,50,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4CCCN4)nc3c2F)c2ccccc2c1,8.60206,0.0,"InChI=1S/C28H29FN6O2/c29-24-25(22-11-20(36)10-16-4-1-2-6-21(16)22)31-12-23-26(24)33-28(37-15-19-5-3-9-30-19)34-27(23)35-13-17-7-8-18(14-35)32-17/h1-2,4,6,10-12,17-19,30,32,36H,3,5,7-9,13-15H2"
93,405,CN(C)C(=O)OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,8.657578,0.0,"InChI=1S/C35H39ClFN7O3/c1-42(2)34(45)46-19-24-12-14-35(13-5-15-44(24)35)20-47-33-40-31-26(32(41-33)43-17-22-10-11-23(18-43)39-22)16-38-30(29(31)37)25-8-3-6-21-7-4-9-27(36)28(21)25/h3-4,6-9,16,22-24,39H,5,10-15,17-20H2,1-2H3"
94,135,OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,8.677781,0.0,"InChI=1S/C32H34ClFN6O2/c33-25-7-2-5-19-4-1-6-23(26(19)25)28-27(34)29-24(14-35-28)30(39-15-20-8-9-21(16-39)36-20)38-31(37-29)42-18-32-11-3-13-40(32)22(17-41)10-12-32/h1-2,4-7,14,20-22,36,41H,3,8-13,15-18H2"
95,199,CSc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,8.69897,0.0,"InChI=1S/C32H35FN6OS/c1-41-25-9-3-7-20-6-2-8-23(26(20)25)28-27(33)29-24(16-34-28)30(38-17-21-10-11-22(18-38)35-21)37-31(36-29)40-19-32-12-4-14-39(32)15-5-13-32/h2-3,6-9,16,21-22,35H,4-5,10-15,17-19H2,1H3"
96,432,CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5C(COC(=O)NC)CC6)nc4c3F)c12,8.721247,0.0,"InChI=1S/C36H42FN7O3/c1-3-22-7-4-8-23-9-5-10-27(29(22)23)31-30(37)32-28(17-39-31)33(43-18-24-11-12-25(19-43)40-24)42-34(41-32)47-21-36-14-6-16-44(36)26(13-15-36)20-46-35(45)38-2/h4-5,7-10,17,24-26,40H,3,6,11-16,18-21H2,1-2H3,(H,38,45)"
97,187,CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,8.769551,0.0,"InChI=1S/C33H37FN6O/c1-2-21-7-3-8-22-9-4-10-25(27(21)22)29-28(34)30-26(17-35-29)31(39-18-23-11-12-24(19-39)36-23)38-32(37-30)41-20-33-13-5-15-40(33)16-6-14-33/h3-4,7-10,17,23-24,36H,2,5-6,11-16,18-20H2,1H3"
98,279,C#CCc1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,8.79588,0.0,"InChI=1S/C30H33FN6O2/c1-2-5-19-6-9-22(38)14-23(19)26-25(31)27-24(15-32-26)28(36-16-20-7-8-21(17-36)33-20)35-29(34-27)39-18-30-10-3-12-37(30)13-4-11-30/h1,6,9,14-15,20-21,33,38H,3-5,7-8,10-13,16-18H2"
99,504,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CCCCO7)C6)CC5)nc4c3F)c12,8.826814,0.0,"InChI=1S/C38H39F2N5O3/c1-2-23-6-5-7-24-14-27(46)15-28(31(23)24)32-30(39)16-29-34(33(32)40)42-36(43-35(29)45-17-25-8-9-26(18-45)41-25)47-22-37(11-12-37)19-44-20-38(21-44)10-3-4-13-48-38/h1,5-7,14-16,25-26,41,46H,3-4,8-13,17-22H2"
100,519,Oc1cc(-c2ccc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c2c(Cl)cccc2c1,8.853872,0.0,"InChI=1S/C32H32ClF2N5O2/c33-26-4-1-3-18-11-22(41)12-25(27(18)26)23-7-8-24-29(28(23)35)37-31(38-30(24)39-15-20-5-6-21(16-39)36-20)42-17-32-9-2-10-40(32)14-19(34)13-32/h1,3-4,7-8,11-12,19-21,36,41H,2,5-6,9-10,13-17H2"
101,477,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CCC7)C6)CC5)nc4c3F)c12,8.876148,0.0,"InChI=1S/C37H37F2N5O2/c1-2-22-5-3-6-23-13-26(45)14-27(30(22)23)31-29(38)15-28-33(32(31)39)41-35(42-34(28)44-16-24-7-8-25(17-44)40-24)46-21-37(11-12-37)20-43-18-36(19-43)9-4-10-36/h1,3,5-6,13-15,24-25,40,45H,4,7-12,16-21H2"
102,481,C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7COCC7C6)CC5)nc4c3F)c12,8.89963,0.0,"InChI=1S/C37H37F2N5O3/c1-2-21-4-3-5-22-10-27(45)11-28(31(21)22)32-30(38)12-29-34(33(32)39)41-36(42-35(29)44-15-25-6-7-26(16-44)40-25)47-20-37(8-9-37)19-43-13-23-17-46-18-24(23)14-43/h1,3-5,10-12,23-26,40,45H,6-9,13-20H2"
103,562,CCc1cccc2cccc(N3CCc4c(nc(OCC56CCCN5CCC6)nc4N4CC5CCC(C4)N5)C3)c12,8.958608,0.0,"InChI=1S/C33H42N6O/c1-2-23-7-3-8-24-9-4-10-29(30(23)24)37-18-13-27-28(21-37)35-32(40-22-33-14-5-16-39(33)17-6-15-33)36-31(27)38-19-25-11-12-26(20-38)34-25/h3-4,7-10,25-26,34H,2,5-6,11-22H2,1H3"
104,497,C#Cc1c(F)ccc2cc(O)cc(-c3c(C#N)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CC6CO7)CC5)nc4c3F)c12,8.982966,0.0,"InChI=1S/C37H34F2N6O3/c1-2-27-30(38)6-3-20-9-25(46)12-28(31(20)27)32-21(13-40)10-29-34(33(32)39)42-36(43-35(29)44-14-22-4-5-23(15-44)41-22)48-19-37(7-8-37)18-45-16-26-11-24(45)17-47-26/h1,3,6,9-10,12,22-24,26,41,46H,4-5,7-8,11,14-19H2"
105,533,N#Cc1ccccc1Oc1cc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2cc1-c1cc(O)cc2ccccc12,9.0,0.0,"InChI=1S/C39H38N6O3/c40-21-26-8-2-4-10-35(26)48-36-20-33-34(19-32(36)31-18-29(46)17-25-7-1-3-9-30(25)31)42-38(47-24-39-13-5-15-45(39)16-6-14-39)43-37(33)44-22-27-11-12-28(23-44)41-27/h1-4,7-10,17-20,27-28,41,46H,5-6,11-16,22-24H2"
106,281,C#Cc1c(F)ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12,9.045757,0.0,"InChI=1S/C33H31F3N6O/c1-2-23-26(35)10-7-19-5-3-6-24(27(19)23)29-28(36)30-25(14-37-29)31(41-16-21-8-9-22(17-41)38-21)40-32(39-30)43-18-33-11-4-12-42(33)15-20(34)13-33/h1,3,5-7,10,14,20-22,38H,4,8-9,11-13,15-18H2"
107,259,CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12,9.09691,0.0,"InChI=1S/C33H36F2N6O2/c1-2-19-5-3-6-20-11-24(42)12-25(27(19)20)29-28(35)30-26(14-36-29)31(40-16-22-7-8-23(17-40)37-22)39-32(38-30)43-18-33-9-4-10-41(33)15-21(34)13-33/h3,5-6,11-12,14,21-23,37,42H,2,4,7-10,13,15-18H2,1H3"
108,367,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(F)cccc2c1,9.154902,0.0,"InChI=1S/C31H32F2N6O2/c32-24-5-1-4-18-12-21(40)13-22(25(18)24)27-26(33)28-23(14-34-27)29(38-15-19-6-7-20(16-38)35-19)37-30(36-28)41-17-31-8-2-10-39(31)11-3-9-31/h1,4-5,12-14,19-20,35,40H,2-3,6-11,15-17H2"
109,341,Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,9.154902,0.0,"InChI=1S/C28H30F4N6O3/c29-22-23(19-11-18(39)5-6-21(19)41-28(30,31)32)33-12-20-24(22)35-26(40-15-27-7-1-9-38(27)10-2-8-27)36-25(20)37-13-16-3-4-17(14-37)34-16/h5-6,11-12,16-17,34,39H,1-4,7-10,13-15H2"
110,282,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c2c(F)cccc2c1,9.227966,0.103328,"InChI=1S/C31H31F3N6O2/c32-18-11-31(7-2-8-40(31)13-18)16-42-30-37-28-23(29(38-30)39-14-19-5-6-20(15-39)36-19)12-35-27(26(28)34)22-10-21(41)9-17-3-1-4-24(33)25(17)22/h1,3-4,9-10,12,18-20,36,41H,2,5-8,11,13-16H2"
111,441,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5C(COC(=O)N(C)C)CC6)nc4c3F)c12,9.30103,0.0,"InChI=1S/C37H43F2N7O4/c1-4-26-29(38)9-6-21-14-25(47)15-27(30(21)26)32-31(39)33-28(16-40-32)34(45-17-22-7-8-23(18-45)41-22)43-35(42-33)50-20-37-11-5-13-46(37)24(10-12-37)19-49-36(48)44(2)3/h6,9,14-16,22-24,41,47H,4-5,7-8,10-13,17-20H2,1-3H3"
