	id	canonical_smiles	pIC50_mean	pIC50_std
438	465	C#Cc1cccc2cc(O)cc(-c3ccc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CCC(C6)O7)CC5)nc4c3F)c12	7.7746906	0
255	276	Cc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1Cl	7.790485	0
217	238	OCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	7.7931743	0
200	221	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(c3ccccc3)C4)nc12	7.8041005	0
321	348	CC(C)c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	7.8096685	0
574	616	CN1CCCC1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cccc3ccc(F)c(Cl)c13)C2	7.8181562	0
442	469	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC7(CC6)COC7)CC5)nc4c3F)c12	7.8477116	0
202	223	OC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	7.8586893	0.4101964
235	256	Cc1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	7.879426	0
270	292	Fc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C(F)(F)F	7.8827286	0
573	615	Cc1cccc(N2CCc3c(nc(OCC45CCCN4CCC5)nc3N3CC4CCC(C3)N4)C2)c1C(F)(F)F	7.886057	0
517	547	Cc1cc(N)c(F)c(C2Cc3nc(OCC45CCCN4CC(F)C5)nc(N4C5CCC4CNC5)c3CO2)c1C(F)(F)F	7.8961964	0
226	247	Fc1c(-c2cccc3cccc(CC(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.8996296	0
175	193	OCC#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	7.90309	0
440	467	C#Cc1cccc2cc(O)cc(-c3ccc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6C7CCC6COC7)CC5)nc4c3F)c12	7.9172144	0
500	530	COc1ccc(Oc2cc3c(N4CC5CCC(C4)N5)nc(OCC4CCCN4C)nc3cc2-c2cc(O)cc3ccccc23)c(Cl)c1	7.939302	0
395	422	Fc1c(-c2cccc3cccc(C(F)(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.943095	0
492	521	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cc(Cl)c(-c3cc(O)cc4ccccc34)c(F)c2n1	7.950782	0
317	344	Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.9625735	0
318	345	Fc1c(-c2cccc3cccc(OC(F)(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.9746943	0
319	346	Fc1c(-c2cccc3cccc(OC(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	7.978811	0
316	343	Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12	7.982967	0
307	334	Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8	0
111	126	CCC1(N)CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1	8.004365	0
594	646	CNC(=O)OCC1CCCC2(COC3N=C(N4CC5CCC(C4)N5)C4=C(CN(c5cccc6cccc(Cl)c56)CC4)N3)CCCN12	8.013228	0
456	484	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC(C)(OC)C6)CC5)nc4c3F)c12	8.017277	0
2	3	Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	8.022276	0
301	328	Fc1c(-c2cccc(Cl)c2C(F)(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	8.026873	0
386	413	CC(=O)NCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12	8.036212	0
140	156	CN1CCCC1COc1nc(N2CC3CCC(C)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	8.040958	0
290	312	CCc1c(Cl)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	8.045757	0
199	220	Cn1cc(C2CN3CCCC3(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)C2)cn1	8.060481	0
234	255	FCCCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8.060481	0
198	219	COC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	8.063864	0.039104857
109	124	CC1(N)CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1	8.065501	0
276	298	CC(C)c1c(Cl)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	8.080922	0
499	529	COc1ccc(F)c(Oc2cc3c(N4CC5CCC(C4)N5)nc(OCC4CCCN4C)nc3cc2-c2cc(O)cc3ccccc23)c1	8.09691	0
18	24	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCCN4CC5CC4CO5)nc3c2F)c2ccccc2c1	8.102373	0
439	466	C#Cc1cccc2cc(O)cc(-c3ccc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CC6CO7)CC5)nc4c3F)c12	8.109579	0
391	418	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C(Cn3cccn3)CC4)nc12	8.124939	0
508	538	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cc(Oc3cccc(F)c3C#N)c(-c3cc(O)cc4ccccc34)c(F)c2n1	8.130768	0
486	515	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cc(Oc3cccnc3)c(-c3cc(O)cc4ccccc34)cc2n1	8.1549015	0
368	395	OC1CC2CN(c3nc(OCC45CCCN4CC(F)C5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)CC1N2	8.161151	0
484	513	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6C7COCC6C7)CC5)nc4c3F)c12	8.166853	0
505	535	Oc1cc(-c2cc3nc(OCC45CCCN4CC(F)C5)nc(N4CC5CCC(C4)N5)c3cc2Oc2ccccc2Cl)c2c(Cl)cccc2c1	8.180456	0
237	258	Fc1c(-c2c(OC(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	8.187087	0
206	227	CC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1	8.19382	0
437	464	C#Cc1c(F)ccc2cc(O)cc(-c3ccc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6C7CCC6COC7)CC5)nc4c3F)c12	8.202732	0
487	516	CC1CN(c2nc(OCC34CCCN3CCC4)nc3c(F)c(-c4cccc5cccc(Cl)c45)ccc23)CCN1	8.21467	0
233	254	CCCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8.21467	0
445	472	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCc7cccnc7C6)CC5)nc4c3F)c12	8.217527	0
474	502	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CCOC7)C6)CC5)nc4c3F)c12	8.227678	0
40	49	OC1CC2CN(c3nc(OCC45CCCN4CCC5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)CC1N2	8.229148	0
213	234	Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	8.229148	0
530	560	CCc1cccc2cccc(N3CCc4c(nc(OCC5CCCN5C)nc4N4CC5CCC(C4)N5)C3)c12	8.259637	0
563	600	FC1CN2CCCC2(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cccc(Cl)c2C(F)(F)F)C3)C1	8.259637	0
417	444	O=C(OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12)N1CCCCC1	8.259637	0
36	45	Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	8.259637	0
432	459	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC6)CC5)nc4c3F)c12	8.266803	0
507	537	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cc(Oc3c(Cl)cccc3C#N)c(-c3cc(O)cc4ccccc34)c(F)c2n1	8.275724	0
188	206	C#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC5CCCN5C)nc4c3F)c12	8.29243	0
572	614	FC(F)(F)c1c(Cl)cccc1N1CCc2c(nc(OCC34CCCN3CCC4)nc2N2CC3CCC(C2)N3)C1	8.29243	0
236	257	Fc1c(-c2c3ccccc3cc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	8.29243	0
397	424	Oc1ccc(CC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c1	8.30103	0
295	322	Fc1c(-c2cccc(Cl)c2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	8.309804	0
471	499	CCc1c(F)ccc2cc(O)cc(-c3c(C(F)(F)F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CC6CO7)CC5)nc4c3F)c12	8.333482	0
575	617	CCC1CC=Cc2cccc(N3CCc4c(nc(OCC56CCCN5C(COC(=O)N(CC)CC)CC6)nc4N4CC5CCC(C4)N5)C3)c21	8.337242	0
562	598	FC1CN2CCCC2(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cccc4cccc(Cl)c24)C3)C1	8.356547	0
186	204	C#Cc1cccc2cncc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12	8.356547	0
444	471	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC7(C6)CC7(F)F)CC5)nc4c3F)c12	8.360514	0
466	494	Oc1cc(-c2c(F)cc3c(N4CC5CCC(C4)N5)nc(OCC4(CN5CCCOCC5)CC4)nc3c2F)c2ccccc2c1	8.360514	0
493	522	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2ccc(-c3cc(O)cc4ccccc34)c(F)c2n1	8.366531	0
480	508	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCc7sccc7C6)CC5)nc4c3F)c12	8.37059	0
373	400	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C(CF)CC5)nc3c2F)c2c(Cl)cccc2c1	8.376751	0
223	244	C#Cc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)ncnc4c3F)c12	8.376751	0
31	40	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4CC5CCN4C5)nc3c2F)c2ccccc2c1	8.39794	0
477	505	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CC(OC)C7)C6)CC5)nc4c3F)c12	8.403403	0
550	583	Oc1cc(N2CCc3c(nc(OCC45CCCN4CCC5)nc3N3CC4CCC(C3)N4)C2)c2ccccc2c1	8.420217	0
509	539	N#Cc1ccccc1Oc1cc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c(F)c1-c1cc(O)cc2ccccc12	8.443698	0
458	486	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC(C)(O)C6)CC5)nc4c3F)c12	8.455932	0
491	520	Oc1cccc(F)c1-c1c(Cl)cc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	8.455932	0
228	249	Cc1cc2[nH]ncc2c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C	8.455932	0
315	342	Fc1c(-c2cccc(Cl)c2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc12	8.468521	0
54	64	CC(C)(C)[Si](C)(C)OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6cccc(Cl)c56)c(F)c4n3)CCCN12	8.481486	0
522	552	Cc1cc(N)c(F)c(C2Cc3nc(OCC45CCCN4CC(F)C5)nc(N4CC5CCC(C4)N5)c3C(C)O2)c1C(F)(F)F	8.481486	0
416	443	O=C(OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12)N1CCCC1	8.49485	0
227	248	FCCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8.49485	0
381	408	CNC(=O)OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12	8.508638	0
309	336	Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c2c1Cl	8.508638	0
33	42	COC1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)N(C)C1	8.508638	0
463	491	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC7(CCCCO7)C6)CC5)nc4c3F)c12	8.512861	0
541	572	CCc1c(F)ccc2cccc(N3CCc4c(nc(OCC56CCCN5CC(F)C6)nc4N4CC5C=CC(C4)N5)C3)c12	8.552842	0
374	401	Cc1c(Cl)cc2[nH]ncc2c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	8.552842	0
372	399	CC(C)c1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	8.568636	0
418	445	O=C(OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12)N1CCOCC1	8.568636	0
1	2	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	8.568636	0
593	645	CCc1cccc2cccc(N3CCc4c(nc(CCC56CCCN5C(COC(=O)N5CCCC5)CC6)nc4N4CC5CCC(C4)N5)C3)c12	8.568636	0
561	597	OC1CC2CN(c3nc(OCC45CCCN4CC(F)C5)nc4c3CCN(c3cccc5cccc(Cl)c35)C4)CC1N2	8.585027	0
349	376	Cc1cc2[nH]ncc2c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c1Cl	8.585027	0
481	509	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCn7cncc7C6)CC5)nc4c3F)c12	8.5867	0
475	503	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC7(CCCO7)C6)CC5)nc4c3F)c12	8.58838	0
455	483	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(c3F)NC(OCC3(CN5CC(O)C5)CC3)N=C4N3CC4CCC(C3)N4)c12	8.58838	0
548	581	Clc1cccc2cccc(N3CCc4c(nc(OCC56CCCN5CCC6)nc4N4CC5CCC(C4)N5)C3)c12	8.60206	0
41	50	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4CCCN4)nc3c2F)c2ccccc2c1	8.60206	0
514	544	Cc1cc(N)c(F)c(C2Cc3nc(OCC45CCCN4CC(F)C5)nc(N4CC5CCC(C4)N5)c3CO2)c1C(F)(F)F	8.60206	0
357	384	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C(CF)CC5)nc3c2F)c2ccccc2c1	8.619789	0
337	364	CC(C)c1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12	8.638272	0
449	476	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(COC7)C6)CC5)nc4c3F)c12	8.643974	0
378	405	CN(C)C(=O)OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12	8.6575775	0
310	337	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3c(Cl)c(O)cc4ccccc34)c(F)c2n1	8.6575775	0
464	492	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCOCC67CCC7)CC5)nc4c3F)c12	8.66354	0
268	290	CC(C)c1c(F)cc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	8.677781	0
320	347	FCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12	8.677781	0
119	135	OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12	8.677781	0
483	512	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CCO7)C6)CC5)nc4c3F)c12	8.688246	0
485	514	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6Cc7ccccc7C6)CC5)nc4c3F)c12	8.69037	0
539	570	CCc1cccc2cccc(N3CCc4c(nc(OCC56CCCN5C(COC(=O)NC)CC6)nc4N4C=C5CCC(C4)N5)C3)c12	8.69897	0
218	239	OCCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8.69897	0
181	199	CSc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8.69897	0
359	386	Oc1ccc(SC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c1	8.69897	0
447	474	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6Cc7cccnc7C6)CC5)nc4c3F)c12	8.701147	0
451	478	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC(OC)C6)CC5)nc4c3F)c12	8.712198	0
376	403	CC(C)c1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	8.721247	0
405	432	CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5C(COC(=O)NC)CC6)nc4c3F)c12	8.721247	0
540	571	CCc1c(F)ccc2cccc(N3CCc4c(nc(OCC56CCCN5CCC6)nc4N4CC5C=CC(C4)N5)C3)c12	8.744727	0
511	541	CN1CC(F)CC1COc1nc(N2CC3CCC(C2)N3)c2ccc(-c3cc(O)cc4ccccc34)c(F)c2n1	8.744727	0
457	485	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC7(CC6)CC7)CC5)nc4c3F)c12	8.754487	0
348	375	Oc1ccc(C(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c1	8.769551	0
169	187	CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8.769551	0
504	534	N#Cc1ccccc1Oc1cc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2cc1-c1cc(O)cc2ccccc12	8.769551	0
23	31	CN1CCCC1COc1nc(N2CC3CC(O)C(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1	8.79588	0
527	557	CCc1cccc2cccc(N3CCc4c(nc(OCC56CCCN5C(COC(=O)NC)CC6)nc4N4CC5CCC(C4)N5)C3)c12	8.79588	0
346	373	Oc1ccc(C(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1	8.79588	0
258	279	C#CCc1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	8.79588	0
502	532	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cc(Oc3ccccc3C#N)c(-c3cc(O)cc4ccccc34)cc2n1	8.79588	0
269	291	CC(C)c1c(Cl)cc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CC(F)C4)nc2c1F	8.79588	0
242	263	CCc1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F	8.823909	0
576	618	CCc1cccc2cccc(N3CCc4c(nc(OC56CCCN5C(COC(=O)C5=CCS(=O)(=O)CC5)CC6)nc4N4CC5CCC(C4)N5)C3)c12	8.823909	0
476	504	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CCCCO7)C6)CC5)nc4c3F)c12	8.826814	0
196	216	Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c2ccccc2c1	8.829417	0.18735626
454	482	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CCCC7C6)CC5)nc4c3F)c12	8.829739	0
362	389	COCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccccc56)c(F)c4n3)CCCN12	8.853872	0
404	431	CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5C(COC(=O)N5CCOCC5)CC6)nc4c3F)c12	8.853872	0
490	519	Oc1cc(-c2ccc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CC(F)C5)nc3c2F)c2c(Cl)cccc2c1	8.853872	0
506	536	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cc(Oc3ccccc3C#N)c(-c3cc(O)cc4ccccc34)c(F)c2n1	8.853872	0
452	479	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CCOCC7)C6)CC5)nc4c3F)c12	8.856985	0
478	506	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7OCCOC7C6)CC5)nc4c3F)c12	8.856985	0
482	511	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CCC7(CCOCC7)C6)CC5)nc4c3F)c12	8.863279	0
450	477	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7(CCC7)C6)CC5)nc4c3F)c12	8.876148	0
534	565	CCc1cccc2cccc(N3CCc4c(nc(OCC56CCCN5C(COC(=O)N(C)C)CC6)nc4N4CC5CCC(C4)N5)C3)c12	8.886057	0
501	531	CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cc(Oc3ccccc3Cl)c(-c3cc(O)cc4ccccc34)cc2n1	8.886057	0
468	496	C#Cc1c(F)ccc2cc(O)cc(C3C(F)=c4nc(OCC5(CN6CC7CC6CO7)CC5)nc(N5CC6CCC(C5)N6)c4=CC3C(F)(F)F)c12	8.88941	0
479	507	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6C7CCC6CC(=O)C7)CC5)nc4c3F)c12	8.89963	0
453	481	C#Cc1cccc2cc(O)cc(-c3c(F)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7COCC7C6)CC5)nc4c3F)c12	8.89963	0
187	205	C#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c12	8.920818	0
214	235	Fc1c(-c2cccc3cccc(Br)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12	8.920818	0
547	580	CN1CCCC1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)cc3cccc(Cl)c13)C2	8.920818	0
467	495	C#Cc1c(F)ccc2cc(O)cc(-c3c(C(C)C)cc4c(N5CC6CC(C5)N6)nc(OCC5(CN6CC7CC6CO7)CC5)nc4c3F)c12	8.939302	0
531	562	CCc1cccc2cccc(N3CCc4c(nc(OCC56CCCN5CCC6)nc4N4CC5CCC(C4)N5)C3)c12	8.958608	0
162	179	C#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12	8.958608	0
521	551	Cc1cc(N)c(F)c(C2OCc3c(nc(OCC45CCCN4CC(F)C5)nc3N3CC4CCC(C3)N4)C2C)c1C(F)(F)F	8.958608	0
535	566	CCc1cccc2cc(O)cc(N3CCc4c(nc(OCC56C#CCN5CCC6)nc4N4CC5CCC(C4)N5)C3)c12	8.958608	0
543	575	CCc1cccc2cc(O)cc(N3CCc4c(nc(OCC56CCCN5C(CF)CC6)nc4N4CC5CCC(C4)N5)C3)c12	8.958608	0
469	497	C#Cc1c(F)ccc2cc(O)cc(-c3c(C#N)cc4c(N5CC6CCC(C5)N6)nc(OCC5(CN6CC7CC6CO7)CC5)nc4c3F)c12	8.982966	0
403	430	Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(F)C6)nc4c3F)c2c1F	9	0
86	98	Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2c1Cl	9	0
383	410	C#Cc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CC(OC)C6)nc4c3F)c12	9	0
